id,title,complaint,complaintType,category,subcategory,estimatedResolutionTime,status,urgencyLevel,priorityLevel,isAnonymous,economicImpact,socialImpact,emotion,estimated,ResolutionTime,relatedPolicies,timestamp,lastUpdatedDate,submissionDate,currentLevel,escalationHistory,assignedAuthorities,resolutionPath,environmentalImpact,userId,departmentId,locationId
cm725ewzo003yu6o429swgpac,Transportation Issue in Agra,"The local trains are always late, and when they do arrive, they’re overcrowded. It’s a daily struggle.",,Transportation,Bus Services,28,Open,Medium,MEDIUM,false,Loss of productivity,Inconvenience for daily commuters,Annoyed,,,UP Public Transport Act 2018,2025-02-12 16:51:52.836,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased pollution due to private vehicle usage,cm725ewys003wu6o4dgumsjul,cm725dggi000cu6h4gbmwutvf,cm725ewzb003xu6o4wcfxw7jm
cm725ex2s0041u6o4kw20w50j,Law Enforcement Issue in Varanasi,The government hospitals don’t have enough staff or medicine. People have to wait for hours just to get a prescription.,,Law Enforcement,Crime Control,17,Open,High,MEDIUM,false,Loss of business due to crime,Increased fear and insecurity among residents,Disappointed,,,UP Police Act 2018,2025-02-12 16:51:52.949,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725ex1z003zu6o4bom9um4o,cm725dg830006u6h44jyrjmcn,cm725ex2f0040u6o4fma0mzlt
cm725ex5g0044u6o4l5otwi17,Utilities Issue in Kanpur,"Power outages are frequent in our area, and when the electricity comes back, it often causes voltage issues.",,Utilities,Power Distribution,3,In Progress,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,Frustrated,,,UP Electricity Act 2017,2025-02-12 16:51:53.044,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725ex4i0042u6o4yx7qr9hg,cm725dgc70009u6h4pqcjyeb5,cm725ex570043u6o4f2smhoez
cm725ex8l0047u6o4n4p9tmyk,Sanitation Issue in Noida,There are reports of increasing thefts in our locality. It feels unsafe to even step out of the house after dark.,,Sanitation,Garbage Collection,22,In Progress,High,MEDIUM,false,Increased healthcare costs,Health hazards and unhygienic conditions,Fearful,,,UP Sanitation Act 2018,2025-02-12 16:51:53.158,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Pollution and contamination,cm725ex7m0045u6o4zoo0vyzb,cm725dgdh000au6h4fagm9twc,cm725ex8d0046u6o4ct0q9c9k
cm725exc8004au6o4psvevsxz,Sanitation Issue in Meerut,The garbage collection trucks don't come on time. The garbage piles up on the streets and creates a bad smell.,,Sanitation,Garbage Collection,3,Closed,High,MEDIUM,false,Increased healthcare costs,Health hazards and unhygienic conditions,Annoyed,,,UP Sanitation Act 2018,2025-02-12 16:51:53.288,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Pollution and contamination,cm725exbc0048u6o4sxwo4k2h,cm725dgdh000au6h4fagm9twc,cm725exbu0049u6o409fmjb30
cm725exex004du6o4i8ivif68,Utilities Issue in लखनऊ,हमारे क्षेत्र में पानी की सप्लाई बहुत अनियमित है। कभी-कभी कई दिनों तक पानी नहीं आता है। यह बहुत परेशानी का कारण बनता है।,,Utilities,Water Distribution,17,In Progress,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,नाराज,,,UP Water Supply Act 2019,2025-02-12 16:51:53.386,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725exe6004bu6o4x7lu9l94,cm725dgaz0008u6h4o1r9mtq7,cm725exem004cu6o4tvz8c6nu
cm725exhy004gu6o4bdnrid0s,Infrastructure Issue in आगरा,"हमारी सड़कों की हालत बहुत खराब है, हर जगह गड्ढे हैं। गाड़ी चलाना बहुत खतरनाक हो गया है!",,Infrastructure,Road Maintenance,6,Open,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,गुस्सा,,,UP Road Maintenance Act 2017,2025-02-12 16:51:53.494,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725exh1004eu6o4irurlwiz,cm725dg3k0003u6h4e8f3kb9h,cm725exhi004fu6o4lhnmi51i
cm725exkt004ju6o4qhf3v44p,Utilities Issue in वाराणसी,हमारे क्षेत्र में बिजली कटौती बहुत बार होती है। इस गर्मी में पंखा तक नहीं चलता!,,Utilities,Power Distribution,30,In Progress,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,असंतुष्ट,,,UP Electricity Act 2017,2025-02-12 16:51:53.597,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725exk3004hu6o4gjbicol6,cm725dgc70009u6h4pqcjyeb5,cm725exkk004iu6o4cv9uc8gf
cm725exo1004mu6o49tamkysn,Sanitation Issue in मेरठ,"कचरा उठाने का काम नियमित नहीं होता है, और सड़कों पर कचरा पड़ा रहता है। इससे बुरी गंध फैलती है।",,Sanitation,Garbage Collection,18,Open,High,MEDIUM,false,Increased healthcare costs,Health hazards and unhygienic conditions,निराश,,,UP Sanitation Act 2018,2025-02-12 16:51:53.713,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Pollution and contamination,cm725exna004ku6o4kddz4kp4,cm725dgdh000au6h4fagm9twc,cm725exns004lu6o4psapuen4
cm725exr6004pu6o44u5y0maq,Law Enforcement Issue in अलीगढ़,"स्थानीय पुलिस से शिकायत करने गया था, लेकिन वे मेरी मदद करने के बजाय मुझे डांटते रहे।",,Law Enforcement,Police Services,9,In Progress,High,MEDIUM,false,Loss of time and resources in following up complaints,Decreased public trust in law enforcement,निराश,,,UP Police Modernization Act 2021,2025-02-12 16:51:53.827,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725exqe004nu6o4kjtiia7p,cm725dgfe000bu6h40byv631f,cm725exqv004ou6o4u4a04u0i
cm725exve004su6o487mxl1uk,Transportation Issue in कानपुर,"हमारी बसों में बहुत भीड़ होती है, और कभी-कभी तो बसें आती ही नहीं। ऑफिस जाने के लिए समय पर पहुंचना मुश्किल हो जाता है।",,Transportation,Bus Services,25,Closed,Medium,MEDIUM,false,Loss of productivity,Inconvenience for daily commuters,निराश,,,UP Public Transport Act 2018,2025-02-12 16:51:53.979,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased pollution due to private vehicle usage,cm725exts004qu6o4xukjocxr,cm725dggi000cu6h4gbmwutvf,cm725exv3004ru6o4m0fz6mfm
cm725exyt004vu6o4rgg4d0s0,Transportation Issue in नोएडा,हर दिन ट्रैफिक जाम में फंसना एक बड़ी समस्या बन गया है। घंटों गाड़ी में फंसा रहता हूं।,,Transportation,Traffic Management,27,Closed,Medium,MEDIUM,false,Loss of productivity,Inconvenience for daily commuters,चिढ़ा हुआ,,,UP Traffic Management Act 2016,2025-02-12 16:51:54.102,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased pollution due to traffic congestion,cm725exxq004tu6o4qirbjutw,cm725dghl000du6h43wv647un,cm725exyj004uu6o4h3fq7gh8
cm725ey1s004yu6o4ulst6tcu,Governance Issue in गोरखपुर,सरकारी दफ्तरों में काम कराने के लिए रिश्वत देनी पड़ती है। यह सब बहुत demoralizing हो गया है।,,Governance,Corruption Control,26,Open,High,MEDIUM,false,Increased costs due to bribery,Decreased public trust in government services,निराश,,,UP Anti-Corruption Act 2018,2025-02-12 16:51:54.209,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725ey12004wu6o4t99i7su8,cm725dgiu000eu6h40hxar6vi,cm725ey1k004xu6o4n9mx28lk
cm725ey5n0051u6o48eowus57,Healthcare Issue in झांसी,सरकारी अस्पतालों में इलाज की सुविधा बहुत कम है। डॉक्टर और दवाइयां भी उपलब्ध नहीं हैं।,,Healthcare,Public Health,18,In Progress,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,चिंतित,,,UP Health Services Act 2015,2025-02-12 16:51:54.347,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725ey4c004zu6o4in8ji3mu,cm725dg6o0005u6h4jkjbkawz,cm725ey4u0050u6o46b06byop
cm725ey870054u6o4g4z8zu3i,Education Issue in बरेली,हमारे सरकारी स्कूलों में शिक्षा का स्तर बहुत खराब है। बच्चों को कुछ भी सीखने को नहीं मिलता।,,Education,School Curriculum,29,Closed,High,MEDIUM,false,Increased private tuition costs,Poor educational outcomes,गुस्सा,,,UP Education Act 2014,2025-02-12 16:51:54.439,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725ey7h0052u6o4xubnbtps,cm725dg9j0007u6h4tzh2udh2,cm725ey7x0053u6o41gabh2wv
cm725eybm0057u6o47e5eo1h8,Garbage Issue in Etawah,"The garbage in our locality has been accumulating for days, and no one is coming to clean it. It’s becoming a serious health hazard, attracting flies and other pests.",Garbage,Sanitation,Garbage Collection,26,Closed,High,MEDIUM,false,Increased healthcare costs,Health hazards and unhygienic conditions,Disgust,,,UP Sanitation Act 2018,2025-02-12 16:51:54.562,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Pollution and pest infestation,cm725eya10055u6o49m2dosn8,cm725dgdh000au6h4fagm9twc,cm725eyb20056u6o49916xd2n
cm725eyfl005au6o4psrhbmb5,Roads Issue in Siddharthnagar,"The roads in our area are riddled with potholes, and the authorities have ignored the problem. It’s dangerous for both pedestrians and drivers.",Roads,Infrastructure,Road Maintenance,13,Closed,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,Anger,,,UP Road Maintenance Act 2017,2025-02-12 16:51:54.705,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725eydr0058u6o4i4b6qs81,cm725dg3k0003u6h4e8f3kb9h,cm725eyej0059u6o4x119hpbv
cm725eyj2005du6o4sb2gzuoq,Public Transport Issue in Maharajganj,"The buses in our city are old, uncomfortable, and overcrowded. We often have to wait for long hours to get a seat, especially during peak hours.",Public Transport,Transportation,Bus Services,22,Open,Medium,MEDIUM,false,Loss of productivity,Inconvenience for daily commuters,Frustration,,,UP Public Transport Act 2018,2025-02-12 16:51:54.83,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased pollution due to private vehicle usage,cm725eyhw005bu6o4nr5y9j2x,cm725dggi000cu6h4gbmwutvf,cm725eyik005cu6o4qpq6zfbf
cm725eylp005fu6o409zeglr2,Health Services Issue in Kanpur Dehat,"The local health center is always understaffed, and patients have to wait for hours. The staff is overworked and doesn’t seem to care much about the patients' well-being.",Health Services,Healthcare,Public Health,22,Open,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,Concern,,,UP Health Services Act 2015,2025-02-12 16:51:54.925,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725ev3p0026u6o4e1wvi4g8,cm725dg6o0005u6h4jkjbkawz,cm725eylb005eu6o4yxtc0nog
cm725eyob005iu6o4fu0ny9e3,Police & Law Issue in Aligarh,"I have reported an ongoing theft issue in our area, but the police have not taken any serious action. The situation is getting worse, and I fear for my safety.",Police & Law,Law Enforcement,Crime Control,5,Open,High,MEDIUM,false,Loss of business due to crime,Increased fear and insecurity among residents,Anger,,,UP Police Act 2018,2025-02-12 16:51:55.019,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725eynd005gu6o4resh0jrb,cm725dg830006u6h44jyrjmcn,cm725eynt005hu6o47cz66w1q
cm725eyr8005lu6o4mig3oeb6,Education Issue in Ghazipur,"Our local school has very few teachers, and the ones present are not qualified. The lack of proper facilities and resources is affecting the quality of education for students.",Education,Education,School Curriculum,25,Closed,High,MEDIUM,false,Increased private tuition costs,Poor educational outcomes,Concern,,,UP Education Act 2014,2025-02-12 16:51:55.124,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725eyqe005ju6o4ade09dly,cm725dg9j0007u6h4tzh2udh2,cm725eyqz005ku6o4jyte72vv
cm725eywu005ou6o4z4pmclvh,Water Supply Issue in Mirzapur,"We are facing constant water supply disruptions, especially during the summer. It's very difficult for people to even access clean drinking water.",Water Supply,Utilities,Water Distribution,8,In Progress,High,MEDIUM,false,Additional water procurement costs,Disruption of daily life and hygiene,Disappointment,,,UP Water Supply Act 2019,2025-02-12 16:51:55.326,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Water wastage and contamination,cm725eyuw005mu6o4jjky6ii7,cm725dgaz0008u6h4o1r9mtq7,cm725eywi005nu6o46ccxxtv2
cm725ez53005qu6o4h6dn2s3t,Electricity Issue in Bijnor,"We face frequent power cuts, and the authorities don’t provide any explanation or estimated time for the restoration of electricity. It’s incredibly inconvenient, especially during the night.",Electricity,Utilities,Power Distribution,17,Closed,High,MEDIUM,false,Increased electricity costs,Disruption of daily activities,Anger,,,UP Electricity Act 2017,2025-02-12 16:51:55.623,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased generator usage causing pollution,cm725evst002tu6o4nf43xk4o,cm725dgc70009u6h4pqcjyeb5,cm725ez4k005pu6o40f07l05w
cm725ezcy005tu6o48rx2djdi,Garbage Issue in Jalaun,"There is always garbage piling up on the streets, and no one comes to collect it on time. The situation is unhygienic and is causing an unpleasant stench.",Garbage,Sanitation,Garbage Collection,13,In Progress,High,MEDIUM,false,Increased healthcare costs,Health hazards and unhygienic conditions,Disgust,,,UP Sanitation Act 2018,2025-02-12 16:51:55.906,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Pollution and pest infestation,cm725ezao005ru6o4uc41b0o6,cm725dgdh000au6h4fagm9twc,cm725ezbh005su6o48vcfheko
cm725ezi5005wu6o4liqe7tfd,Roads Issue in Banda,"The roads in our area are in terrible condition. The potholes and uneven surfaces are damaging our vehicles, and the local authorities haven't done anything to fix it.",Roads,Infrastructure,Road Maintenance,9,Closed,High,MEDIUM,false,Vehicle repair costs,Increased accidents and injuries,Frustration,,,UP Road Maintenance Act 2017,2025-02-12 16:51:56.093,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Air pollution due to traffic congestion,cm725ezgy005uu6o4lsw2iddh,cm725dg3k0003u6h4e8f3kb9h,cm725ezhp005vu6o4j904tsqb
cm725ezti005zu6o4am0f2iit,Public Transport Issue in Fatehpur,"The buses are often late, and there's no proper schedule. Sometimes, we have to wait for hours just to catch one bus, making it difficult to go about our daily activities.",Public Transport,Transportation,Bus Services,27,Open,Medium,MEDIUM,false,Loss of productivity,Inconvenience for daily commuters,Annoyance,,,UP Public Transport Act 2018,2025-02-12 16:51:56.502,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,Increased pollution due to private vehicle usage,cm725ezse005xu6o4emp28w7n,cm725dggi000cu6h4gbmwutvf,cm725ezt6005yu6o44q79tjbo
cm725ezzl0061u6o4y9prpdmk,Health Services Issue in Ballia,The local hospital is overcrowded and lacks necessary medical equipment. Many patients are turned away due to the hospital’s inability to handle the volume of people seeking care.,Health Services,Healthcare,Public Health,25,Closed,High,MEDIUM,false,Increased medical expenses,Poor health outcomes,Frustration,,,UP Health Services Act 2015,2025-02-12 16:51:56.722,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725ev3p0026u6o4e1wvi4g8,cm725dg6o0005u6h4jkjbkawz,cm725ezz60060u6o4qechk43y
cm725f0520063u6o4euy0ps44,Police & Law Issue in Rampur,"I reported an incident of eve-teasing, but the police did nothing about it. The police need to be more responsive to crimes like this to make the city safer.",Police & Law,Law Enforcement,Crime Control,18,In Progress,High,MEDIUM,false,Loss of business due to crime,Increased fear and insecurity among residents,Anger,,,UP Police Act 2018,2025-02-12 16:51:56.919,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725ev6m0029u6o4qdscphyp,cm725dg830006u6h44jyrjmcn,cm725f04f0062u6o4oxcx69oa
cm725f08m0065u6o42rsx8e7i,Education Issue in Basti,The lack of proper teaching staff and infrastructure in local schools is putting the future of students in jeopardy. Students are not being taught essential skills due to the shortage of teachers.,Education,Education,School Curriculum,23,Open,High,MEDIUM,false,Increased private tuition costs,Poor educational outcomes,Disappointment,,,UP Education Act 2014,2025-02-12 16:51:57.047,2025-02-05 00:00:00,2025-02-05 00:00:00,,,,,None,cm725et130009u6o45e2rnkk7,cm725dg9j0007u6h4tzh2udh2,cm725f0830064u6o4kt27u9s3
